review_id,book_id,rating,review_text,date_added,title,genres,authors
2744,34915847,2,"""I kind of feel as if the last shorts written by this author have been half the quality that I've been used to. I get writing full length novels, and trying to put out all these great novellas, but everything I've read the past couple months has been terrible. 
 With Beauty in Winter I liked the story to start with, but when I got to the middle it just went downhill from there. Everything was so rushed and little key details were left out that the authors kept throwing out in the story. 
 For instance, what is so significant about the rose ring? Both Reid and Fiona were so determined to get the ring, but what's the significance of it? Fiona wanted it because her grandfather gave it to her grandmother...but what about Reid's reason?""",2017-04-20 22:10:35,"Beauty in Winter (Beauty, #4)",fantasy;paranormal;romance;fiction,Alexa Riley
2745,38568,4,"""Who's ever heard of a vampire that passes out at the sight of blood?!? 
 I absolutely loved Lissi and Greg. I've read this book so many times and I just can't seem to get enough of this series! 
 Lissi is a 200+ year old vampire who still has to eat ""off the hoof"" or intravenously. Any time she sees any kind of blood it's 'goodnight Lissianna'. 
 Greg has been kidnapped and tied to a bed just when he was finally going to take his vacation. He was told he was there to cure some woman's phobia, but what he got was a beautiful woman convinced he was her birthday gift and house full of...VAMPIRES?!?""",2016-08-11 15:31:55,A Quick Bite (Argeneau #1),fantasy;paranormal;romance;fiction,Lynsay Sands
2746,18523711,5,"""I absolutely LOVE Laurann Dohner's books. I was very excited to see that she was going to be writing Darkness and giving him a mate. I think Kat is the perfect mate for him. She isn't like all the other females in the series. She has a backbone and doesn't submit to the alpha male =) 
 If you haven't read any of the New Species books I would recommend you get right to it. This series is one of my favorites and go to books when I'm in a ""book funk"".""",2014-09-25 00:24:06,"Darkness (New Species, #12)",fantasy;paranormal;romance;fiction,Laurann Dohner
2747,77604,2,"""** spoiler alert ** 
 hmm I don't know. I started off being an avid and enthusiastic fan. I relished in the, to me, novel American detective story but then, mr Nero Wolfe turned blackmailer and murderer, or at least complicit or a condoner of murder which he could have easily prevented. 
 This is the first book in a series. Don't know yet, if I'll read on or if I'll leave this mr Wolfe well enough alone.""",2016-12-11 08:43:47,"Fer-de-Lance (Nero Wolfe, #1)",mystery;thriller;crime;fiction;history;historical fiction;biography,Rex Stout;Loren D. Estleman
2748,29780253,4,"""Full review up on my blog Inside My Library Mind 
 Really, really great.""",2017-02-21 07:12:02,Born a Crime: Stories From a South African Childhood,non-fiction;history;historical fiction;biography;comics;graphic,Trevor Noah
2749,59980,0,"""Will probably comeback back to this later""",2017-06-10 13:50:09,Batman: Year One,comics;graphic;fiction;mystery;thriller;crime;fantasy;paranormal;young-adult,Frank Miller;David Mazzucchelli;Richmond Lewis;Dennis O'Neil
2750,4954833,0,"""I only hope it's close to as lovely as the film.""",2015-12-30 21:24:45,Brooklyn,fiction;history;historical fiction;biography;romance,Colm Toibin
2751,4954833,2,"""This character has the emotional maturity of a 10-year-old. But most 10-year-olds know their own mind better than she does. She's just bobbing on the surface of her own life, letting the waves of other people's wishes guide her entire life. It was a bit agonizing to read a character so passive and self-unaware.""",2016-06-24 16:33:26,Brooklyn,fiction;history;historical fiction;biography;romance,Colm Toibin
2752,19057,4,"""I did enjoy this book even though parts of it didn't really work for me. The ending was anti-climactic.""",2015-04-06 13:23:36,I Am the Messenger,young-adult;fiction;mystery;thriller;crime;romance;fantasy;paranormal,Markus Zusak
2753,8683812,2,"""I loved the writing, and I wanted to love the book.... But it's hard to enjoy this story knowing the trajectory of their relationship (and his life). I just couldn't shake the sense of doom as I read.""",2014-07-25 10:17:25,The Paris Wife,fiction;history;historical fiction;biography;romance;non-fiction,Paula McLain
2754,3475268,3,"""Let me just start out by saying: if you haven't read ALL THREE of the short stories that Kim Harrison has published in various anthologies, then don't bother reading this book until you do so. I haven't read them yet, and I was so confused. And maybe I'm not even missing that much, but it's that feeling of ""Huh? Should I know more about this?"" that irritated me throughout the whole dang thing. 
 I'm not generally a fan of anthologies, because I don't like paying $8 for one 30 page story that I care about. Apparently this book is the author's pop quiz to reward her *true* fans. 
 Other than that, it's a good story - I think. I really was lost through most of it, and I don't know if I should blame that on the writing itself or the fact that I haven't read the short stories. So there you go. You've been warned.""",2009-03-07 09:54:06,"White Witch, Black Curse (The Hollows, #7)",fantasy;paranormal;fiction;romance;mystery;thriller;crime;history;historical fiction;biography,Kim Harrison
2755,2407022,4,"""I really liked this book! A great first-contact SF story, with a good female narrator. 
 18-year-old Carmen and her family have been selected to participate in the Mars Project - living on the planet's outpost for 5 years. When they arrive, Carmen attracts the ire of one of the post's administrators and spends a lot of time doing menial work. One day she rebels and takes an unauthorized walk on the planet's surface, alone. She is nearly mortally injured but saved by...an angel with a potato head and 4 limbs? Actually an alien. And that's where the fun begins!""",2008-12-22 06:17:51,"Marsbound (Marsbound, #1)",fiction;young-adult;fantasy;paranormal,Joe Haldeman
2756,38568,3,"""This was a cutesy paranormal romance - with emphasis on the romance. The main characters is a (born) vampire who passes out at the sight of blood, thus complicating her diet. In this paranormal universe, vamps exist and are just like you and me, with a different diet, but don't advertise their presence to the normals. This was a somewhat funny story, but the world didn't interest me that much and the plot was almost nonexistent. The romance was cute though. I will probably give this series one more shot and then call it good depending on how that one goes down.""",2008-12-07 15:52:27,A Quick Bite (Argeneau #1),fantasy;paranormal;romance;fiction,Lynsay Sands
2757,676924,4,"""This is the second in the House of Night series, and the story is as good as the first. We follow Zoey Redbird, fledgling vampire and high priestess in training, as she tries to uncover the reason that local high school football players are disappearing...so close to the vampire school. I found it a little over the top that Zoey has like 3 boys gunning for her, but hey, it's high school and she's obviously a powerful girl, so bring the drama.""",2008-09-24 15:35:05,"Betrayed (House of Night, #2)",romance;fiction;young-adult;fantasy;paranormal,P.C. Cast;Kristin Cast
2758,21823465,4,"""Read #1 
 Started on August 4, 2015 
 Finished on August 4, 2015 
 2015 BookTube-A-Thon Read #1 
 Lol, guess I didn't even need to mark this as currently reading. XD;""",2015-08-04 18:06:19,"Alex + Ada, Vol. 1",comics;graphic;fiction;romance;fantasy;paranormal;young-adult,Jonathan Luna;Sarah Vaughn
2759,59980,4,"""Read #1 
 Started on July 18, 2014 
 Finished on July 20, 2014 
 I wrote a LONG, LENGTHY review here.""",2014-07-16 09:18:23,Batman: Year One,comics;graphic;fiction;mystery;thriller;crime;fantasy;paranormal;young-adult,Frank Miller;David Mazzucchelli;Richmond Lewis;Dennis O'Neil
2760,13588166,1,"""I couldn't finish this one, although I got through more than half the book. I found the writing distant, cold,and somewhat stilted. I did not feel anything about the characters, nor did I care what happened to them. I read that this was based on the life of the actress Jennifer Jones, but that knowledge did little to cause me to complete the novel.""",2012-10-03 05:53:41,Laura Lamont's Life in Pictures,fiction;history;historical fiction;biography;romance;non-fiction,Emma Straub
2761,64482,3,"""I like and admire Vendela Vida's writing. I read this one as I had read her latest novel a few months ago and enjoyed it. That one was set in Turkey, this one in Finland. So she likes exotic settings for positioning what are basically very domestic human and familial problems. Her characters try and solve/resolve their dilemmas in foreign locales. 
 This book was very short, almost a novella. It is an easy read, however by ""easy"" I don't mean to diminish Vida's writing ability. But even though I found Clarrisa's journey to find her real father to be fraught with too many coincidences, I did enjoy this book, and will read more of her work in the future.""",2010-09-22 01:29:23,Let the Northern Lights Erase Your Name,fiction;mystery;thriller;crime,Vendela Vida
2762,24890983,5,"""FIVE 
 Shall I compare thee to a .. uh .. 
 whatever the hell Shakespeare compares thee too .."" 
 STARS 
 Genevieve and Matteo .. 
 And maybe you enjoy this whole 
 Star-crossed Shakespearian bullshit romance, 
 Maybe that appeals to you .. 
 They call it tragedy for a reason .."" 
 So I sneak out to the garden to see you. 
 We keep quiet 'cause we're dead if they knew 
 So close your eyes... escape this town for a little while .. > 
 Forbidden love story? Count me in! I liveth for these sorts of novels. As soon as I readeth the description I kneweth I hadst to devour t as soon as possible. Shakespeare's playeth has't been incorporated as well as has't been the basis in many worketh of literature and film. Thus the ""Romeo and Juliet"" aspect madeth t more alluring. I love the idea of star crossed lovers which is wherefore t wasn't difficult to enjoy this novel. Twas a first time readeth by this author.. I can in earnest sayeth I am extremely excit'd to readeth further instalments in this series. I at each moment behold forward to see different cultures incorporated in mine readings which is wherefore I wast extremely pleased with the Italian. The story thee may asketh?.. The Galante and Barsanti art two families at war. Genna and Matty wast drawn to each other long ere their family name wast mentioned. Those gents should stayeth hence from each other but how can those gents.. these feelings art developing.. stout and fast! It'll has't thee breathless, tearful, and suspense. 
 *Shakespeare Lingo Translator* 
 My only love sprung from my only hate .."" 
 [Juliet: I, V, 147] 
 Romeo, 
 take me somewhere we can be alone. 
 I'll be waiting; all that's left to do is run. 
 You'll be the prince and I'll be the princess .. > 
 By Any Other Name J.M. Darhower 
 - Sleepless, Readmore. 
 Twitter""",2015-02-16 04:38:12,"By Any Other Name (Forbidden, #1)",romance;mystery;thriller;crime;fiction,J.M. Darhower
2763,59980,5,"""Not as cutting-edge as it was in the 80's, this will always remain a favorite of mine. Helped to further evolve Bruce Wayne, Batman, and Jim Gordon as characters and was the genesis of so much good stuff to come. Still borrowed from to this day. Miller's best work may be behind him, but he should definitely be acknowledged for being a pioneer in his youth.""",2014-03-20 09:48:34,Batman: Year One,comics;graphic;fiction;mystery;thriller;crime;fantasy;paranormal;young-adult,Frank Miller;David Mazzucchelli;Richmond Lewis;Dennis O'Neil
2764,24890983,4,"""4 stars 
 This was another page turner from L.H. Darhower. While the story and characters seemed familiar and the story has been done before (Romeo and Juliet and many others), I was still engrossed in the novel, so much so, it took me one day to finish it. 
 Another thing I love about L.M. Darhower's writing is that it uses the third person narration so well. The sex scenes are hot but they are not repetitive and extensive. This is not ""Sempre"", but nevertheless, still an enjoyable read.""",2015-02-25 03:31:22,"By Any Other Name (Forbidden, #1)",romance;mystery;thriller;crime;fiction,J.M. Darhower
2765,19398490,5,"""Ending the year on a high note! 
 Can a novel published only a year ago become a classic? All the Light We Cannot See sure has that ""feel"", quality about it. I also think this would make a great book to be studied in high-school or college/university. 
 I'm only going to jot down a few things, as there are so many wonderful reviews on Goodreads. 
 There were so many things I loved about All the Light We Cannot See. 
 This novel is so layered, so thorough and is also very touching without being sappy. 
 The writing, while relatively simple, is exquisite. I loved the third person narrative and I didn't mind at all the alternate POVs or the very quirky, small chapters that were popping here and there. 
 This novel is so high on details, it's hard not to imagine yourself on the streets of Paris, or walking through the Natural History Museum, or strolling the streets of the quaint, seaside town of Saint-Malo. 
 The descriptions were extremely vivid. At times, I felt as if I was suffering from synaesthesia - where senses get somewhat amalgamated and mixed up - you associate colour to numbers or smells to touching certain textures. Beautifully olfactory as times, Doerr manages to make us ""see"" what Marie-Laure was ""seeing"". 
 The character development is absolutely exquisite. You'll be hard pressed not to love the two young protagonists - Marie - Laure, who's a blind French girl, and Werner Pfennig- a German orphan, who ends up becoming a soldier in the German army, despite not being of age. 
 Their innocence is taken by the war. They're thrown into situations none of them would have ever imagined. 
 The love and dedication of Marie-Laure's father were quite touching. He was an intelligent man, a dotting single father, who was trying to make his blind daughter's life as easy as possible. One of the things he comes up with is a miniature town that he painstakingly builds so that she can learn her way around their neighbourhood. 
 I also enjoyed, or better said, appreciated Doerr's take on the Nazis. By telling us about Werner's history as a little boy, Werner enrolled in an elite school, Werner's struggles during the war, Doerr humanised him, so he no longer was just a Nazi. Most books on the subject, vilify, make unredeemable monsters of all the Germans. Surely, they were not all bad. What they did as a collective was atrocious! But, most people, taken as individuals, are quite decent beings. Only when put together with others, that's when things change. It's an interesting, somewhat puzzling characteristic of human behaviour, that makes otherwise decent people act/behave like ... I won't say animals, as that would be derogatory towards the animals. Just watch young men (and not only) together on a night in town. Then add the will to conform and belong, circumstances, propaganda, patriotism, fear, youth and a few other things, and you've got yourself a group of monsters. 
 I loved how music, and science, and reading sort of connected two people that were supposed to be enemies. 
 Anyway, I'll end this review by saying All The Light We Cannot See is deserving of all the accolades. I'm glad I got to read it. This is one of those books that begs to be re-read. 
 I've received this novel via NetGalley. Many thanks to HarperCollins UK, HarperPress/4th Estate/The Friday Project for allowing me to read and review this tremendous novel. 
 Cover: 5 stars""",2014-12-12 19:44:28,All the Light We Cannot See,fiction;history;historical fiction;biography;young-adult,Anthony Doerr
2766,186074,5,"""Re-read review. 
 A story about a story about stories. 
 I remember being completely blown away by this book when I read it first, and so approached this re-read with a mix of anticipation and anxiety. The first quarter or so of the book is a lot of establishing shots, and I was afraid that I was going to be disappointed. But once the story gets going proper, I found the feeling that I remembered. 
 Kote is the owner proprietor of the Wayside Inn, a well stocked and maintained pub that is nevertheless located in a very out of the way village, and is poorly patronised. Together with his one employee Bast, Kote goes through the motions of life, rarely catering to more than four or five local regulars. But Kote, and Bast too, are more than they appear, as becomes apparent when a stranger makes his way to the Wayside seeking Kote's story. And what a story it turns out to be, replete with music, danger, adventure, dragons, evil men, magic, beautiful women and at it's heart, a mystery. Too much to be told in a single night. Or, it transpires, a single volume. 
 While the plot is engaging, the world intriguing and the characters are well drawn and complex, I think it is the quality of the prose which really set this book apart from other fantasy stories I have read. While there are a handful of times when it could be argued the author is trying *too* hard (like the bookendy opening and closing sections), all in all this book reads like a labour of love which has been polished to perfection by a true craftsman.""",2014-03-21 00:34:17,"The Name of the Wind (The Kingkiller Chronicle, #1)",fantasy;paranormal;fiction;young-adult;romance,Patrick Rothfuss
2767,16107050,2,"""A huge reason why I decided to read Laney McMann's Tied was because I don't know much about Irish mythology. Unfortunately, I found Tied to be a rather disappointing read. The Irish mythology that I was so looking forward to just wasn't incorporated into the plot as cohesively as I was expecting, and most of the information was typically provided in info dumps. The entire book was pretty much Layla discovering she hadn't been told something, finding out more about it (for example, researching and looking at a website in one case), freaking out, and then having the cycle repeat. 
 My reading experience probably could have been improved if I had connected with the characters. Sadly, I didn't because they weren't very well developed.""",2013-09-30 16:25:45,Tied (Fire Born #1),young-adult;fantasy;paranormal;romance;fiction,Laney McMann
2768,11930007,4,"""This one is by far the most well developed and it contains the plot for segment of episodes from SMC that I liked the most. I flew though it, because the episodes are still fresh in my mind. 
 May contain spoilers! Read at your own risk! 
 I can't really say much about this volume aside from the fact that up until this point, Chibiusa is my favorite character of the Manga and SMC. Just the way in which she is presented and introduced makes her stand out. Unlike SMO Chibiusa from SMC/manga has a really nice character design and she does feel like a kid that is desperate to find a way to save her parents. She does feel lonely and helpless and she does not come off as bratty. Most of the times I feel sorry for her and when she gave up and went with Wiseman, I felt like she did her best and all she could do was quit because, she's done everything humanly possible and nothing worked. 
 Chibiusa is a great character, and if they managed to nail her, then I'm waiting to see what happens in the manga with Uranus, Neptune and Hotaru and see how they get adapted. 
 OMG!!! 5 more episodes and Sailor Moon R part is finished. We're going into Sailor Moon S. I have some predictions about it: 
 1. SMC does not have the menacing atmosphere Sailor Moon S had, thus it will fail when it comes to the atmosphere. 
 2. It will not nail Uranus and Neptune. 
 3. It will not convey Chibiusa and Hotaru's friendship in a believable manner. 
 4. (Most important) The last episode WILL NOT be memorable in the way episode 125 was (< btw ep. 125 is one of the most memorable episodes in the whole of the SMO series). 
 Ok, volume 5 is the volume with the plot I don't know anything about. Need to pay special attention when reading this one. 
 My other reviews :D""",2015-04-16 10:32:59,"Pretty Guardian Sailor Moon, Vol. 4 (Pretty Soldier Sailor Moon Renewal Edition, #4)",comics;graphic;fantasy;paranormal;romance;young-adult;fiction,Naoko Takeuchi;William Flanagan
2769,29780253,5,"""After reading a lot of books that left me disappointed, this was so refreshing. 
 As someone who reads a lot of celebrity memoirs (and I mean...A LOT), I thought I knew what to expect. Usually, it is a series of essays relying how they became the star they are now mixed with some humor in there. But this was different. I learned so much from this book, and would encourage anyone to read it as well (whether you know who Trevor Noah is or not). It had the self-depricating stories (like his failures with romance), and also included how he learned comedy but in ALL of the essays I learned something. I learned about South Africa, language/linguistics, community, and parenting. 
 The last couple lines in this book left me teary. Beautiful memoir, nice surprise.""",2016-11-17 20:19:35,Born a Crime: Stories From a South African Childhood,non-fiction;history;historical fiction;biography;comics;graphic,Trevor Noah
2770,19057,3,"""I read so many books on so many beaches in so many parts of France, they're honestly all blurring together. All I remember about this one is that it was the first that I read, it involves cards and a fear of love, and a rather unhealthy obsession with a girl named Audrey.""",2015-03-23 23:54:57,I Am the Messenger,young-adult;fiction;mystery;thriller;crime;romance;fantasy;paranormal,Markus Zusak
2771,186074,4,"""3.5 stars, but I rounded up. 
 This book has had the misfortune of being described as a book similar to the Harry Potter series - or even the next Harry Potter which is just an even bigger curse. The problem being, of course, that anything compared to this series can never quite live up to the magic. A comparison like that sets a book up to be just short of impressive. I knew this going in, so I tried to read at as an independent book. This worked out fine because it wasn't really anything like Harry Potter. Sure, he goes to a university that has some vague similarities to Hogwarts - but they are minor enough to be coincidental. It isn't even clear whether he's studying magic! Plus, he doesn't get to the university until about 230 pages or so into the book. 
 In it's own right, this book was interesting. It was also compared to 1001 Arabian Nights, another comparison I'm not quite sure fits. Yes, it is a story within a story, but it doesn't have the same set up to really be a comparison. Essentially, Kvothe (pretending to be Kote the innkeeper) is found by Chronicler who sits down to write Kvothe's story. The story is told in a flashback in Kvothe's own words, with occasional interspersion of the ""present day"" events in the inn. I had a hard time getting into the beginning of the book, but Kvothe's flashback story was interesting. The issue that I had with this book was the way that it skipped around from story to story. Half the time, stories are mentioned - or, even more frustratingly, only half told - then forgotten. Only to be mentioned - or, if the reader is very lucky, to be fully explained - later in the story. This was confusing, and it didn't help that the characters randomly switch into other, presumably made-up by Rothfuss, languages without a translation provided to the poor reader. The story was interesting enough to hold my attention though, and I will finish the trilogy.""",2011-08-31 21:35:33,"The Name of the Wind (The Kingkiller Chronicle, #1)",fantasy;paranormal;fiction;young-adult;romance,Patrick Rothfuss
2772,8683812,3,"""The problem with books about people that actually existed is that sometimes I already know the ending. In this case, I already knew that this was only his first wife, and that sort of undermined the romance . Still, the characters were well developed - or, I suppose, well-researched. The imagery was well done - Paris came to life. Despite the ending give-away, I enjoyed the read.""",2011-02-18 08:56:40,The Paris Wife,fiction;history;historical fiction;biography;romance;non-fiction,Paula McLain
2773,33572350,5,"""i need to stop buying new books, dammit, but this looks good, and it comes out tomorrow! will i make a trip to the bookstore and spend more money that i don't have? stay tuned to find out. 
 edit: i bought it. 
 edit: it was great. glad i followed my intuition (and a few friends who forced this on me). 
 my only gripe is that those ninth-graders used waaaaay too many large words to be remotely believable as ninth-graders.""",2017-08-28 18:19:48,My Absolute Darling,fiction;young-adult;mystery;thriller;crime,Gabriel Tallent
2774,13872,0,"""did not finish. could not get into for the life of me.""",2016-05-16 13:22:36,Geek Love,fiction;fantasy;paranormal,Katherine Dunn
2775,2741853,3,"""A freebie from Amazon for my free Kindle for PC software. I've enjoyed other work by this author. The characters in this tale are well drawn, even though the plot was pretty lame. Enjoyable.""",2010-02-09 21:37:30,Slow Hands,romance;fiction,Leslie Kelly
2776,186074,3,"""3.5 stars, I just can't give it 4 when it hasn't weathered well in my memory or upon further rereads. See my review of The Wise Man's Fear for some thoughts about this book, and the series as a whole.""",2008-11-24 12:13:52,"The Name of the Wind (The Kingkiller Chronicle, #1)",fantasy;paranormal;fiction;young-adult;romance,Patrick Rothfuss
2777,13872,5,"""I learned that drinking bleach while pregnant in order to create a family of circus dwarves may not be great for the family concerned but makes for a fabulous book.""",2007-08-22 03:03:34,Geek Love,fiction;fantasy;paranormal,Katherine Dunn
2778,31549837,5,"""Wow! 
 I just finished reading A Love Letter To Whiskey and I'm completely speechless. 
 Kandi Steiner is a new-to-me author. I'm so glad i listened to a recommendation and picked this novel up. Even though it ran me through the Emotional ringer and i was on a role coaster full of anxiety attacks and goofy grins I seriously have mad love for this novel. 
 I loved the truth behind the heartbreak and the guilt that B was feeling. i don't necessarily agree with the way that she and Jamie went about doing things, but sometimes passion easily overrides common sense. 
 A Love Letter To Whiskey gave me all the feels. this novel broke my heart repeatedly but I loved Jamie and B's rocky romance. 
 Amazing writing and loved the whiskey references. I'm so happy i decided to pull my head out of the sand to finally read this novel!!!""",2016-10-11 22:23:41,A Love Letter to Whiskey,romance;young-adult,Kandi Steiner
2779,28963772,5,"""WOW...JUST WOW... 
 Brian Savage where have you been all my life? 
 I went into Four Letter Word knowing absolutely nothing about this novel. Let me tell you... 
 Brian and Sydney are a book couple force to be reckoned with. 
 There are so many aspects in this novel that I loved. 
 The first is obviously the couple this story is about, Brian and Sydney. I loved the way their relationship started with Sydney calling to bitch out Tori's two timing ex only to find out she dialed the wrong number. I laughed so hard because of this scene. Damn, that is embarrassing. 
 I also loved the fact the first half of the book was Brian and Sydney communicating only via text and phone calls. That brought to the surface an even stronger emotional connection between the two. It wasn't all about lust. It was actually a slow build friendship that eventually became a relationship. 
 Sydney felt safe discussing her ex husband and their marriage issues with Brian. Normally I would find this weird but the way it was written I found it endearing and heartwarming. I actually swooned over Brian Savage. 
 I loved the two separate stories and how they merged. 
 While the two were connecting via text they also had their own issues going on. Brian was living with guilt and working a shitty job that he wanted nothing to do with, to try to ease this guilt. Trust me ladies when you find out the reason for Brian's guilt you will completely lose it. Poor guy. When he officially started texting Sydney he decided that job was not fair to her, and even only talking to her twice he wanted to do right by her and gave it up. *Another swoon worthy moment*. 
 While Brian was going through his issues, Sydney was living with the fact that her ex husband wasn't the man she thought he was and trying to move on with her life and getting back to the woman she used to be. 
 I loved the moment Brian and Sydney.....FINALLY.....lock eyes with one another. 
 Complete and Total SWOON! 
 But with every perfect book couple, sometimes looks can be deceiving. When Sydney finds out Brian has been keeping a huge secret that has the ability to destroy the perfectly blissful relationship they built, Brian makes it his life mission to make all of his *mishaps* disappear. Then and only then Sydney has to choose whether she can trust Brian and move on from this issue or disappear from Brian's life completely, because frankly we all know that Brian would never let Sydney go unless she forced the issue and disappeared. 
 This novel not only had a kick ass slow build relationship between Sydney and Brian, but it also included an amazing friendship between Sydney and Tori. Actually I wouldn't call it a friendship, it was more like a sisterhood. I loved the way Tori and Sydney had each others back no matter what. Those two are very inspiring when it comes to friendships in novels. 
 I cannot believe it took me this long to read Four Letter Word. If you're like me and was scared to read this because of all the hype that surrounded it when it first released, do not, I repeat do not hesitate to pick Four Letter Word up and give it a go. This novel is seriously amazing. I was completely addicted and consumed by these characters and their stories.""",2016-09-20 15:50:02,"Four Letter Word (Dirty Deeds, #1)",romance;fiction,J.  Daniels
2780,14069,4,"""Another easy read, though this one included a lot more action. Most of it is the trip over to China, with it's load of distractions, but then once they get to their destination, things just seem to fall apart horribly. Temeraire just seems to caught up with excitement and love for how China work.""",2010-05-07 10:04:59,"Throne of Jade (Temeraire, #2)",fantasy;paranormal;fiction;history;historical fiction;biography;young-adult,Naomi Novik
2781,24357334,5,"""Too many feels! I am freaking out so much right now, it's not even funny. That ending was so... so... perfect. My tear ducts are working over-time right now. 
 Okay. Major fangirl attack over. Sorry about that. 
 So, I guess it's pretty obvious I absolutely loved this book, right? Just in case it's not, I'll just say it. I loved this book. It was so sweet, emotional and heartbreaking. It was pure awesomeness! 
 I admit I was a little worried when I first found out it would be about Stephanie. We didn't get off to a great start in Wait for You, and I wasn't sure if I was going to be able to like her, but when I finished Fall with Me, I warmed up to it. I was also super-excited to get to read more about Nick, I found him really interesting in Stay with Me and Fall with Me. And I warmed up to Steph. Actually, I have to say she's an awesome character. She just felt so right, somehow. 
 I also loved Nick. As I already said, he's a very interesting character. He's got some baggage, yes, but he's totally swoon-worthy. Honestly, I don't understand how JLA can write about so many perfect, absolutely swoon-worthy guys. Where does she get her ideas? 
 There are obviously attraction between the two of them, from the very moment they meet. And neither of them are in the business of ignoring or denying their attraction to each other. 
 It was actually pretty refreshing to read about Steph, who supports one-night-stands, but still believes in love. Way too often, you read about overly innocent characters, and I'm happy to know JLA can write about a character who actually has some experience. I feel like it is not really accapted for girls to have one-night-stands, and that they should be super innocent and have seriously zero experience, but it's okay for guys. That is so wrong and sexist, and what happened to gender equality and not making a difference between the genders? 
 ""I was a hundred percent full supporter of no-strings-attached hookups. However, I never understood, and never would, the double standard that existed. It was okay for the guys to take charge of their pleasure, but not women? 
 Not in my world."" 
 Let's just take a moment to appreciate the awesomeness of Steph, this quote, and JLA, for mentioning these important subjects in her books. 
 I could write a full essay about this subject, but since this is supposed to be a review, I'll settle for saying that it's important and that I love JLA for this book. 
 Let's get back to talking about Nick and Steph. Their relationship starts with a one-night-stand, and those of you who've read the previous books in Wait for You series know how he feels about hookups, so you can imagine his reaction when Steph walks right back into Mona's. For those of you who haven't, basically, he doesn't see the girls after a hookup, like, ever again. 
 Then something brings them together, and suddenly they have to spend time together. It was really great to watch them grow closer throughout the book. It was such a sweet and emotional love story that had me hooked from the first page. 
 There was also another, not-so shocking, new about Avery and Cam, which ended with a fangirl attack of epic proportions. Forever with you might be my favorite book so far in this series. I don't know how Jennifer can keep surprising you. When you think it can't get any betger, she writes something like this, and you're just struck speechless. 
 As usual, the writing is good, the plot is interesting, the characters are awesome, and I'm in love. For the first time ever, I wish there was a way to go back in time, because I want to read Forever with You for the first time again. 
 Be prepared for an emetional roller coaster that will have you laughing, crying, and fangirling.""",2015-10-15 22:52:44,"Forever with You (Wait for You, #5)",romance;fiction;young-adult,J. Lynn;Jennifer L. Armentrout
2782,18690890,5,"""This was so much more than I expected. Now I want to read all the other John Green books I haven't yet.""",2012-10-27 10:45:33,Paper Towns,young-adult;fiction;romance;mystery;thriller;crime,John Green
2783,477338,2,"""Re-read. 2.5 stars. Loved this book series when I was a teenager, so I decided to revisit it for nostalgia's sake. Not as amazing or well-written as I remember, but what are you going to do? I was 16. 
 I will be re-reading the rest of the series too, just because. Plus, I think there is a book in the series that I never read. 
 A good YA mystery/occult book. Enjoyable for what it is.""",2014-04-06 19:40:36,"Blue is for Nightmares (Blue is for Nightmares, #1)",young-adult;fantasy;paranormal;mystery;thriller;crime;fiction;romance,Laurie Faria Stolarz
2784,47763,4,"""This book was creepy!!! I was on the edge of my seat wondering what was going to happen next and trying to figure out who the killer was. there is definitely never a dull moment.""",2014-03-04 13:52:42,I Know What You Did Last Summer,young-adult;mystery;thriller;crime;fiction;children;romance,Lois Duncan
2785,38568,4,"""A fun and good read. Usually the few vampire romance books I read are always with dark and moody heroes/heroines. But, this one is light and airy if you will. The story premise is fun, and the characters aren't annoying. The plot wasn't too surprising but it doesn't detract from the story. As a bonus it takes place in Canada, which I love. Also love the twist of the origins of Vampires, probably not that new but it is to me and I love it.""",2016-10-29 03:57:34,A Quick Bite (Argeneau #1),fantasy;paranormal;romance;fiction,Lynsay Sands
2786,18690890,1,"""I do not get the point of this story line. I was so bored reading this.""",2014-09-29 02:51:55,Paper Towns,young-adult;fiction;romance;mystery;thriller;crime,John Green
